TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,AgeGroup
28,508,2,-1.099037995227041,6,2,3,3722,1970-01-01 00:00:00.000000049,1,0.8282375227340001,1,3,26-40
29,678,0,-0.7036768841674904,8,0,4,1907,1970-01-01 00:00:00.000000105,3,0.3377461711358311,1,3,26-40
30,1095,0,1.3390221896401882,1,0,5,2756,1970-01-01 00:00:00.000000281,3,1.1242227574146713,1,3,60+
31,324,2,1.1413416341104128,8,5,1,2301,1970-01-01 00:00:00.000000259,0,-0.8830071192568696,1,3,60+
32,292,0,-1.4285055877766668,5,4,4,1770,1970-01-01 00:00:00.000000086,0,0.2482210478267649,1,3,18-25
33,1234,1,-0.5718898471476402,8,3,1,4864,1970-01-01 00:00:00.000000014,0,-0.1731397625780772,1,3,26-40
34,303,0,-1.6920796618163672,1,4,3,3339,1970-01-01 00:00:00.000000305,0,0.6826512410654976,1,3,18-25
35,1166,2,-0.17652873608808953,3,0,4,1375,1970-01-01 00:00:00.000000020,0,-0.040446511256426364,1,3,41-60
36,1121,1,-1.560292624796517,2,0,2,3754,1970-01-01 00:00:00.000000275,0,0.3185354410483538,1,3,18-25
37,833,1,-1.099037995227041,2,3,4,1998,1970-01-01 00:00:00.000000274,1,0.39475884886520396,1,3,26-40
38,119,1,0.6141934860310119,1,2,1,3654,1970-01-01 00:00:00.000000099,1,-0.46354545799286323,1,3,41-60
39,1505,0,1.4708092266600383,0,2,5,3119,1970-01-01 00:00:00.000000003,3,1.3073360535935379,1,3,60+
40,1758,0,-0.9013574396972658,8,1,3,1315,1970-01-01 00:00:00.000000249,2,-0.38819762875435404,1,3,26-40
41,398,1,-0.8354639211873407,4,5,4,4024,1970-01-01 00:00:00.000000013,1,1.3552417902725349,1,3,26-40
42,1229,1,0.9436610785806374,3,4,3,867,1970-01-01 00:00:00.000000188,0,-0.77750875849308,1,3,41-60
43,245,0,-0.8354639211873407,1,2,1,4162,1970-01-01 00:00:00.000000104,0,-0.33449748800734064,1,3,26-40
44,942,0,1.0754481156004876,8,6,1,1586,1970-01-01 00:00:00.000000143,2,-1.1803753847125666,1,3,60+
45,1170,1,-0.9013574396972658,0,0,1,3863,1970-01-01 00:00:00.000000291,0,-0.40902614982628316,1,3,26-40
46,616,0,-0.6377833656575653,4,5,5,1615,1970-01-01 00:00:00.000000217,2,0.4075043757555529,1,3,26-40
47,212,0,0.9436610785806374,6,6,2,1542,1970-01-01 00:00:00.000000226,2,-0.6242245848141149,1,3,41-60
48,130,0,-0.044741699068239285,9,4,3,1647,1970-01-01 00:00:00.000000265,3,-0.15645356787068054,1,3,41-60
49,717,0,0.3506194119913114,2,6,2,4766,1970-01-01 00:00:00.000000064,2,0.6176895201310245,1,3,41-60
50,931,2,-1.6920796618163672,0,4,2,4118,1970-01-01 00:00:00.000000231,0,0.43196944311171703,1,3,18-25
51,250,2,1.4708092266600383,6,1,3,1577,1970-01-01 00:00:00.000000150,2,-0.20240058395828578,1,3,60+
52,727,2,1.4708092266600383,0,5,1,2410,1970-01-01 00:00:00.000000056,3,-0.843624025537933,1,3,60+
53,321,1,1.0754481156004876,8,0,2,272,1970-01-01 00:00:00.000000360,2,-1.8702329798326673,1,3,60+
54,1236,0,-1.7579731803262924,6,0,3,2640,1970-01-01 00:00:00.000000061,0,0.38362749853485945,1,3,18-25
55,887,2,0.21883237497146119,3,4,4,1434,1970-01-01 00:00:00.000000226,1,0.006064000977644806,1,3,41-60
56,1482,0,-1.2308250322468914,1,0,2,1555,1970-01-01 00:00:00.000000220,3,-0.6164632243830624,1,3,26-40
57,1186,2,0.9436610785806374,8,1,1,3329,1970-01-01 00:00:00.000000251,1,-0.5528190334974317,1,3,41-60
58,536,1,-1.033144476717116,2,2,5,1638,1970-01-01 00:00:00.000000133,0,0.42501371373320374,1,3,26-40
59,1206,1,0.745980523050862,9,5,3,668,1970-01-01 00:00:00.000000044,0,-0.9973715056563411,1,3,41-60
60,1159,2,1.6025962636798885,3,6,2,1275,1970-01-01 00:00:00.000000070,1,-0.7948220044192656,1,3,60+
61,656,1,-1.7579731803262924,5,0,1,690,1970-01-01 00:00:00.000000141,0,-1.7356954369609283,1,3,18-25
62,847,0,-0.8354639211873407,0,6,1,3593,1970-01-01 00:00:00.000000341,1,-0.4798666409598149,1,3,26-40
63,219,0,-0.7036768841674904,1,2,3,2109,1970-01-01 00:00:00.000000059,0,0.11695198204264168,1,3,26-40
64,554,1,0.745980523050862,4,1,4,3827,1970-01-01 00:00:00.000000180,0,1.2794077400112946,1,3,41-60
65,1754,0,1.6025962636798885,2,5,1,3397,1970-01-01 00:00:00.000000040,3,-0.5336532148885035,1,3,60+
66,777,2,-0.505996328637715,9,3,3,921,1970-01-01 00:00:00.000000113,2,-0.724037127147547,1,3,26-40
67,537,2,1.207235152620338,8,6,2,4415,1970-01-01 00:00:00.000000038,1,0.5194471045869725,1,3,60+
68,1516,2,1.207235152620338,3,2,4,1224,1970-01-01 00:00:00.000000166,3,-0.16618302864319312,1,3,60+
69,1232,0,0.9436610785806374,4,3,3,196,1970-01-01 00:00:00.000000080,3,-1.8272832253738576,1,3,41-60
70,855,2,-0.6377833656575653,9,5,3,916,1970-01-01 00:00:00.000000258,2,-0.7288948777574062,1,3,26-40
71,691,1,0.021151819441685826,0,4,4,3195,1970-01-01 00:00:00.000000170,0,1.016041732327759,1,3,41-60
72,1052,2,-0.17652873608808953,4,0,1,3245,1970-01-01 00:00:00.000000140,3,-0.5768751343889381,1,3,41-60
73,163,0,-0.30831577310793973,8,3,1,269,1970-01-01 00:00:00.000000231,3,-2.2161786758413093,1,3,41-60
74,720,0,0.15293885646153607,4,5,2,1001,1970-01-01 00:00:00.000000321,0,-0.9981805110413949,1,3,41-60
75,85,2,-0.7036768841674904,0,3,2,211,1970-01-01 00:00:00.000000261,3,-2.003601816956021,1,3,26-40
76,1024,1,-0.9013574396972658,3,2,5,458,1970-01-01 00:00:00.000000343,2,-0.8870532835593966,1,3,26-40
77,1301,1,0.15293885646153607,5,5,5,1182,1970-01-01 00:00:00.000000037,3,0.039507733048007296,1,3,41-60
78,852,1,-0.505996328637715,4,5,2,2134,1970-01-01 00:00:00.000000360,1,-0.30897390973285854,1,3,26-40
79,197,0,1.0754481156004876,0,4,4,784,1970-01-01 00:00:00.000000351,2,-0.6087469774074372,1,3,60+
80,661,1,0.4165129305012365,9,0,5,2292,1970-01-01 00:00:00.000000160,2,0.8637964421734681,1,3,41-60
81,1023,0,1.6684897821898137,2,5,5,1268,1970-01-01 00:00:00.000000019,2,0.11930831584875337,1,3,60+
82,667,2,0.8118740415607872,6,2,4,210,1970-01-01 00:00:00.000000220,0,-1.6167993277553276,1,3,41-60
83,1642,2,-0.1106352175781644,1,5,1,176,1970-01-01 00:00:00.000000051,2,-2.391424061534686,1,3,41-60
84,1277,0,0.680087004540937,8,5,3,971,1970-01-01 00:00:00.000000360,2,-0.6764421564820646,1,3,41-60
85,1504,0,-1.3626120692667416,5,6,1,4543,1970-01-01 00:00:00.000000265,3,-0.2447567925044468,1,3,18-25
86,461,2,-1.7579731803262924,5,0,3,2872,1970-01-01 00:00:00.000000161,3,0.48841843262715845,1,3,18-25
87,837,2,0.3506194119913114,3,2,4,796,1970-01-01 00:00:00.000000097,1,-0.5946179995346254,1,3,41-60
88,452,0,1.0095545970905626,2,6,5,1757,1970-01-01 00:00:00.000000284,2,0.5129662901362722,1,3,60+
89,783,2,-0.24242225459801464,0,3,4,1240,1970-01-01 00:00:00.000000337,2,-0.15236412348265493,1,3,41-60
90,1769,2,0.5482999675210868,2,1,1,4035,1970-01-01 00:00:00.000000319,1,-0.36568171534827154,1,3,41-60
91,828,1,0.9436610785806374,4,0,4,4710,1970-01-01 00:00:00.000000018,2,1.6006637291663004,1,3,41-60
92,1387,1,0.745980523050862,6,3,1,3739,1970-01-01 00:00:00.000000323,3,-0.4411166885285888,1,3,41-60
93,1291,2,0.745980523050862,8,1,4,1436,1970-01-01 00:00:00.000000320,1,0.007617047872986923,1,3,41-60
94,1173,2,-0.5718898471476402,4,2,2,2618,1970-01-01 00:00:00.000000004,0,-0.0941551166173768,1,3,26-40
95,689,1,-0.505996328637715,3,6,1,2817,1970-01-01 00:00:00.000000124,1,-0.7066999957836764,1,3,26-40
96,447,2,1.0754481156004876,4,1,3,4023,1970-01-01 00:00:00.000000070,0,0.9354780530379824,1,3,60+
97,1680,0,-1.3626120692667416,9,3,5,1365,1970-01-01 00:00:00.000000299,3,0.20490795242729412,1,3,18-25
98,1620,2,0.21883237497146119,6,6,5,2097,1970-01-01 00:00:00.000000191,1,0.743288027907082,1,3,41-60
99,285,2,-1.4943991062865918,8,5,1,557,1970-01-01 00:00:00.000000112,1,-1.857299049281719,1,3,18-25
100,133,0,-0.37420929161786487,1,1,2,4552,1970-01-01 00:00:00.000000343,2,0.55841894373971,1,3,26-40
101,350,1,-0.6377833656575653,2,5,5,2291,1970-01-01 00:00:00.000000100,0,0.8631970482354503,1,3,26-40
102,494,2,0.8777675600707123,7,1,2,4553,1970-01-01 00:00:00.000000134,2,0.5587003828071007,1,3,41-60
103,527,1,-0.44010281012778996,3,1,3,1108,1970-01-01 00:00:00.000000239,2,-0.5542390210227767,1,3,26-40
104,1368,1,-0.6377833656575653,9,0,5,273,1970-01-01 00:00:00.000000077,3,-1.2911218913218574,1,3,26-40
105,188,2,-0.7036768841674904,4,1,4,464,1970-01-01 00:00:00.000000247,3,-1.0588254561188464,1,3,26-40
106,1254,2,0.9436610785806374,8,5,4,942,1970-01-01 00:00:00.000000095,1,-0.4335459152919784,1,3,41-60
107,1243,1,1.207235152620338,8,5,1,4561,1970-01-01 00:00:00.000000253,0,-0.24064907981633624,1,3,60+
108,1535,2,0.9436610785806374,7,0,5,2530,1970-01-01 00:00:00.000000143,3,1.0015491959639966,1,3,41-60
109,1735,2,-0.505996328637715,0,0,2,940,1970-01-01 00:00:00.000000067,0,-1.0486333770526295,1,3,26-40
110,803,1,-0.9672509582071909,7,0,2,4290,1970-01-01 00:00:00.000000101,0,0.48314599785172496,1,3,26-40
111,28,1,-1.1649315137369662,1,5,3,3502,1970-01-01 00:00:00.000000324,0,0.7459642697073058,1,3,26-40
112,364,0,0.4165129305012365,6,2,5,1261,1970-01-01 00:00:00.000000045,1,0.11295663645501401,1,3,41-60
113,1762,2,1.4049157081501134,3,6,2,109,1970-01-01 00:00:00.000000263,0,-2.3058576065213967,1,3,60+
114,846,0,-0.7695704026774156,4,6,2,1937,1970-01-01 00:00:00.000000109,2,-0.4062142848295191,1,3,26-40
115,1110,1,-1.560292624796517,1,5,5,296,1970-01-01 00:00:00.000000001,0,-1.2320517293418154,1,3,18-25
116,356,2,1.6025962636798885,0,1,4,1956,1970-01-01 00:00:00.000000221,1,0.3686753728607481,1,3,60+
117,945,1,1.6025962636798885,3,3,5,3599,1970-01-01 00:00:00.000000034,2,1.5279078812814664,1,3,60+
118,1408,2,1.6025962636798885,7,2,4,3257,1970-01-01 00:00:00.000000250,0,1.0434063309882804,1,3,60+
119,519,2,0.745980523050862,6,3,1,1307,1970-01-01 00:00:00.000000284,0,-1.3222382876608376,1,3,41-60
120,1485,0,-0.1106352175781644,8,6,1,2994,1970-01-01 00:00:00.000000311,2,-0.6514484237673919,1,3,41-60
121,9,1,1.0095545970905626,8,5,4,2449,1970-01-01 00:00:00.000000106,0,0.6533286143880853,1,3,60+
122,829,2,-0.44010281012778996,6,5,5,1950,1970-01-01 00:00:00.000000362,1,0.6471673787098823,1,3,26-40
123,1647,0,1.0754481156004876,1,1,3,3251,1970-01-01 00:00:00.000000091,0,0.6475698156685015,1,3,60+
124,576,1,-1.2308250322468914,5,4,2,1020,1970-01-01 00:00:00.000000019,0,-0.9829047165339557,1,3,26-40
125,1671,0,1.273128671130263,3,4,1,4128,1970-01-01 00:00:00.000000213,0,-0.3427802341197547,1,3,60+
126,335,1,-1.6920796618163672,1,5,1,1489,1970-01-01 00:00:00.000000351,3,-1.22756573132964,1,3,18-25
127,961,2,0.9436610785806374,0,3,4,1002,1970-01-01 00:00:00.000000133,0,-0.3723993959592628,1,3,41-60
128,1671,0,0.28472589348138627,4,2,3,1939,1970-01-01 00:00:00.000000313,2,0.02171939227911014,1,3,41-60
129,630,0,-0.5718898471476402,6,3,5,933,1970-01-01 00:00:00.000000193,1,-0.21713435762987118,1,3,26-40
130,494,2,-0.7036768841674904,5,3,3,2408,1970-01-01 00:00:00.000000322,3,0.27220123643094474,1,3,26-40
131,1219,1,-0.044741699068239285,6,6,4,3027,1970-01-01 00:00:00.000000297,2,0.9399817444853522,1,3,41-60
132,530,2,-0.1106352175781644,0,3,3,724,1970-01-01 00:00:00.000000120,3,-0.9313347585397261,1,3,41-60
133,1772,0,-0.17652873608808953,4,1,2,2833,1970-01-01 00:00:00.000000325,3,-0.007590023799089363,1,3,41-60
134,1737,2,1.3390221896401882,8,3,5,1069,1970-01-01 00:00:00.000000177,3,-0.07175613617929248,1,3,60+
135,1,0,-1.626186143306442,9,1,5,3053,1970-01-01 00:00:00.000000246,3,1.2751919782590881,1,3,18-25
136,1051,2,0.680087004540937,6,6,3,794,1970-01-01 00:00:00.000000270,2,-0.8536202595592964,1,3,41-60
137,1608,1,1.207235152620338,1,6,1,455,1970-01-01 00:00:00.000000335,0,-1.9651270769194915,1,3,60+
138,47,0,0.6141934860310119,2,0,2,1337,1970-01-01 00:00:00.000000092,2,-0.7531342431602915,1,3,41-60
139,357,0,1.6684897821898137,8,1,5,1558,1970-01-01 00:00:00.000000152,1,0.3633491515537536,1,3,60+
140,1180,1,-0.9672509582071909,0,6,5,3611,1970-01-01 00:00:00.000000118,1,1.5331516406359864,1,3,26-40
141,990,2,-0.37420929161786487,0,1,1,4445,1970-01-01 00:00:00.000000148,2,-0.2673224093471437,1,3,26-40
142,755,1,1.273128671130263,5,6,3,2843,1970-01-01 00:00:00.000000341,2,0.4756502392773137,1,3,60+
143,170,2,1.207235152620338,2,0,1,1585,1970-01-01 00:00:00.000000247,0,-1.180851475299788,1,3,60+
144,761,1,-0.8354639211873407,5,6,4,3583,1970-01-01 00:00:00.000000249,1,1.1816079255805645,1,3,26-40
145,244,1,1.0754481156004876,0,0,1,1330,1970-01-01 00:00:00.000000321,1,-1.3097860756562498,1,3,60+
146,273,0,0.48240644901116164,4,1,2,2570,1970-01-01 00:00:00.000000199,3,-0.11415358358437401,1,3,41-60
147,1600,0,0.8777675600707123,7,1,5,2451,1970-01-01 00:00:00.000000305,0,0.9568668146018666,1,3,41-60
148,210,2,1.5367027451699635,1,2,3,2953,1970-01-01 00:00:00.000000181,0,0.5236114329552266,1,3,60+
149,1748,1,0.21883237497146119,5,4,4,951,1970-01-01 00:00:00.000000277,3,-0.4242040314137701,1,3,41-60
150,401,2,1.0095545970905626,6,4,2,2320,1970-01-01 00:00:00.000000245,0,-0.2227532920738754,1,3,60+
151,412,1,-0.30831577310793973,6,2,5,4189,1970-01-01 00:00:00.000000150,0,1.7725026948048506,1,3,41-60
152,1567,1,0.3506194119913114,0,2,5,3123,1970-01-01 00:00:00.000000049,3,1.3092688723389179,1,3,41-60
153,542,0,-0.505996328637715,2,1,3,2274,1970-01-01 00:00:00.000000112,0,0.20439172139938996,1,3,26-40
154,838,1,-1.099037995227041,7,3,3,725,1970-01-01 00:00:00.000000057,3,-0.9301884338691034,1,3,26-40
155,1732,0,1.0095545970905626,5,2,3,117,1970-01-01 00:00:00.000000146,3,-2.0941054630453633,1,3,60+
156,1372,0,0.5482999675210868,1,4,4,1317,1970-01-01 00:00:00.000000213,0,-0.08754581560364325,1,3,41-60
157,665,1,-1.033144476717116,3,5,3,1300,1970-01-01 00:00:00.000000227,0,-0.39959012080357187,1,3,26-40
158,1771,1,-0.5718898471476402,5,5,2,2723,1970-01-01 00:00:00.000000165,2,-0.05128370680428532,1,3,26-40
159,642,2,-1.3626120692667416,1,0,3,1310,1970-01-01 00:00:00.000000125,1,-0.39198501027109056,1,3,18-25
160,1009,2,0.21883237497146119,0,5,3,3299,1970-01-01 00:00:00.000000338,0,0.6667860921606783,1,3,41-60
161,1290,2,-1.2308250322468914,2,3,2,3759,1970-01-01 00:00:00.000000216,2,0.3201444798780693,1,3,26-40
162,1218,0,1.3390221896401882,2,1,4,4019,1970-01-01 00:00:00.000000059,0,1.353349466388467,1,3,60+
163,1423,0,-0.7036768841674904,5,4,5,651,1970-01-01 00:00:00.000000090,3,-0.5739887089685753,1,3,26-40
164,1701,0,1.273128671130263,6,6,3,1027,1970-01-01 00:00:00.000000236,1,-0.6251230586376637,1,3,60+
165,1477,0,1.6025962636798885,0,6,1,4833,1970-01-01 00:00:00.000000162,0,-0.1799096019810551,1,3,60+
166,383,0,0.5482999675210868,8,1,2,3601,1970-01-01 00:00:00.000000337,0,0.2685593036526615,1,3,41-60
167,787,0,1.4049157081501134,5,5,1,2381,1970-01-01 00:00:00.000000058,3,-0.8539787796533719,1,3,60+
168,707,1,-1.033144476717116,9,3,5,1285,1970-01-01 00:00:00.000000176,0,0.13463265827833915,1,3,26-40
169,190,2,1.0754481156004876,1,0,4,840,1970-01-01 00:00:00.000000355,2,-0.5440481416875984,1,3,60+
170,1099,2,-0.37420929161786487,8,5,1,2746,1970-01-01 00:00:00.000000202,2,-0.7295439736826885,1,3,26-40
171,52,2,0.9436610785806374,7,2,1,1144,1970-01-01 00:00:00.000000359,1,-1.4151818383539432,1,3,41-60
172,721,1,-1.4285055877766668,6,0,2,1589,1970-01-01 00:00:00.000000065,1,-0.5963759638896945,1,3,18-25
173,692,2,-0.8354639211873407,7,1,4,3254,1970-01-01 00:00:00.000000246,2,1.042090641345653,1,3,26-40
174,17,0,-0.30831577310793973,4,2,5,2988,1970-01-01 00:00:00.000000249,1,1.2430576773909507,1,3,41-60
175,217,1,-0.8354639211873407,6,3,4,2715,1970-01-01 00:00:00.000000306,3,0.7905267451940045,1,3,26-40
176,173,1,1.3390221896401882,3,3,4,4148,1970-01-01 00:00:00.000000209,0,1.4016555895673382,1,3,60+
177,719,2,-0.505996328637715,5,1,5,3572,1970-01-01 00:00:00.000000350,3,1.5160646780387916,1,3,26-40
178,200,0,-0.044741699068239285,9,0,1,4042,1970-01-01 00:00:00.000000120,2,-0.3639452137522759,1,3,41-60
179,82,2,1.5367027451699635,4,3,1,3491,1970-01-01 00:00:00.000000014,1,-0.5075949240575285,1,3,60+
180,1074,1,-0.37420929161786487,5,0,5,2831,1970-01-01 00:00:00.000000147,3,1.1633777766011055,1,3,26-40
181,216,2,-0.24242225459801464,0,3,1,1232,1970-01-01 00:00:00.000000136,0,-1.3639359372491107,1,3,41-60
182,1690,1,-0.7036768841674904,5,5,4,2114,1970-01-01 00:00:00.000000258,1,0.46486642652353605,1,3,26-40
183,747,1,0.680087004540937,1,3,1,3239,1970-01-01 00:00:00.000000110,2,-0.5786099679567699,1,3,41-60
184,890,1,-0.5718898471476402,7,3,3,3529,1970-01-01 00:00:00.000000208,2,0.7562521041469716,1,3,26-40
185,1597,0,0.15293885646153607,2,3,4,4600,1970-01-01 00:00:00.000000031,1,1.5630697397913267,1,3,41-60
186,674,0,-1.2967185507568164,6,2,5,4172,1970-01-01 00:00:00.000000286,3,1.7658031290759006,1,3,26-40
187,1770,2,0.21883237497146119,9,4,3,4513,1970-01-01 00:00:00.000000164,2,1.098665243890697,1,3,41-60
188,428,2,-1.560292624796517,6,0,4,4472,1970-01-01 00:00:00.000000132,1,1.5185261652896092,1,3,18-25
189,1555,2,0.8777675600707123,3,1,2,4135,1970-01-01 00:00:00.000000344,3,0.43709323947505085,1,3,41-60
190,769,0,0.680087004540937,3,1,1,4462,1970-01-01 00:00:00.000000161,3,-0.2633832647204387,1,3,41-60
191,1556,2,0.680087004540937,5,2,1,4492,1970-01-01 00:00:00.000000209,0,-0.2564572884314693,1,3,41-60
192,1318,0,0.8118740415607872,3,2,4,1985,1970-01-01 00:00:00.000000199,3,0.38672659564781653,1,3,41-60
193,607,1,-1.4943991062865918,8,2,3,3250,1970-01-01 00:00:00.000000225,2,0.6471673787098823,1,3,18-25
194,299,1,0.21883237497146119,1,1,2,784,1970-01-01 00:00:00.000000216,0,-1.188977242048828,1,3,41-60
195,305,0,-0.9672509582071909,1,4,4,4859,1970-01-01 00:00:00.000000203,1,1.650622191160985,1,3,26-40
196,1400,0,0.3506194119913114,8,1,1,3555,1970-01-01 00:00:00.000000132,1,-0.4901318392937101,1,3,41-60
197,1157,1,-1.2967185507568164,4,4,2,4416,1970-01-01 00:00:00.000000027,2,0.5197346056242574,1,3,26-40
198,1375,0,1.0754481156004876,3,2,1,4833,1970-01-01 00:00:00.000000136,0,-0.1799096019810551,1,3,60+
199,1332,1,-0.17652873608808953,0,3,3,1896,1970-01-01 00:00:00.000000247,3,-0.0032861438919341533,1,3,41-60
200,1533,2,0.4165129305012365,4,2,3,814,1970-01-01 00:00:00.000000112,3,-0.8322984216386143,1,3,41-60
201,158,1,-0.505996328637715,3,2,2,2026,1970-01-01 00:00:00.000000172,3,-0.3614681313266556,1,3,26-40
202,309,1,-0.044741699068239285,8,1,1,3063,1970-01-01 00:00:00.000000324,1,-0.6305267518799329,1,3,41-60
203,180,2,-1.560292624796517,7,0,5,123,1970-01-01 00:00:00.000000023,1,-1.802025777848386,1,3,18-25
204,1306,0,-1.1649315137369662,9,6,3,1765,1970-01-01 00:00:00.000000156,2,-0.0819909615430605,1,3,26-40
205,1106,2,-1.2308250322468914,0,6,2,240,1970-01-01 00:00:00.000000228,2,-1.9372539690300952,1,3,26-40
206,348,1,-0.9672509582071909,5,2,2,3068,1970-01-01 00:00:00.000000208,2,0.08193615578907748,1,3,26-40
207,791,1,-0.37420929161786487,7,4,4,4674,1970-01-01 00:00:00.000000113,2,1.5884282951717077,1,3,26-40
208,613,1,-0.044741699068239285,7,2,3,3982,1970-01-01 00:00:00.000000292,3,0.9212072764867613,1,3,41-60
209,606,1,0.6141934860310119,2,5,1,1194,1970-01-01 00:00:00.000000085,2,-1.3857411485976645,1,3,41-60
210,1759,1,0.15293885646153607,8,2,3,1002,1970-01-01 00:00:00.000000273,2,-0.647785895036585,1,3,41-60
211,1463,2,-1.1649315137369662,6,2,4,588,1970-01-01 00:00:00.000000105,1,-0.8644218436331421,1,3,26-40
212,454,1,-0.44010281012778996,4,5,5,2961,1970-01-01 00:00:00.000000319,1,1.229566195989947,1,3,26-40
213,1367,0,1.207235152620338,7,0,2,3056,1970-01-01 00:00:00.000000056,1,0.0774827423655967,1,3,60+
214,590,2,-1.033144476717116,3,2,1,1241,1970-01-01 00:00:00.000000313,3,-1.3588403823921396,1,3,26-40
215,891,2,1.4708092266600383,8,1,2,2514,1970-01-01 00:00:00.000000311,0,-0.1378171174631015,1,3,60+
216,1517,2,-1.4285055877766668,4,2,4,3871,1970-01-01 00:00:00.000000167,3,1.2965773668964553,1,3,18-25
217,795,1,0.28472589348138627,0,1,1,1280,1970-01-01 00:00:00.000000066,0,-1.3370525399607012,1,3,41-60
218,235,1,-0.37420929161786487,3,2,3,4617,1970-01-01 00:00:00.000000308,3,1.1316926446647766,1,3,26-40
219,1447,2,0.8777675600707123,0,6,5,3549,1970-01-01 00:00:00.000000275,2,1.5059266759101453,1,3,41-60
220,308,1,-1.033144476717116,8,3,5,2086,1970-01-01 00:00:00.000000010,1,0.7362610609221144,1,3,26-40
221,142,0,-0.44010281012778996,6,6,4,1826,1970-01-01 00:00:00.000000010,3,0.2853797854966983,1,3,26-40
222,1777,0,0.8777675600707123,5,3,2,1939,1970-01-01 00:00:00.000000193,3,-0.4051931689115372,1,3,41-60
223,34,1,-1.560292624796517,9,3,5,557,1970-01-01 00:00:00.000000046,3,-0.7169455786808046,1,3,18-25
224,295,2,-1.7579731803262924,6,0,2,1228,1970-01-01 00:00:00.000000359,1,-0.8273759959805302,1,3,18-25
225,741,1,0.08704533795161094,8,5,5,1060,1970-01-01 00:00:00.000000169,1,-0.08096445383640376,1,3,41-60
226,545,1,-0.6377833656575653,7,2,5,1272,1970-01-01 00:00:00.000000179,1,0.12292687392264834,1,3,26-40
